form	lemma
المبكر	مبكر
المبكرة	مبكر
المبلغ	مبلغ
المبنى	مبنى
المبوبة	مبوب
المبيعات	مبيعات
المتابعة	متابع
المتابعين	متابع
المتاحة	متاح
المتبقية	متبقي
المتجددة	متجدد
المتجر	متجر
المتحدة	متحد
المتحدث	متحدث
المتحركة	متحرك
المتحف	متحف
المتخصصة	متخصص
المتداولة	متداول
المترتبة	مترتب
المترو	مترو
المتسابقين	متسابق
المتصاعد	متصاعد
المتصدر	متصدر
المتضررة	متضرر
المتطرف	متطرف
المتطرفة	متطرف
المتطرفون	متطرف
المتطرفين	متطرف
المتطور	متطور
المتطورة	متطور
المتطوعين	متطوع
المتظاهرون	متظاهر
المتظاهرين	متظاهر
المتعة	متعة
المتعددة	متعدد
المتعلقة	متعلق
المتفجرة	متفجر
المتقدم	متقدم
المتقدمة	متقدم
المتكاملة	متكامل
المتكررة	متكرر
المتمردين	متمرد
المتميز	متميز
المتميزة	متميز
المتنوعة	متنوع
المتهم	متهم
المتهمين	متهم
المتواجدون	متواجد
المتواجدين	متواجد
المتواصل	متواصل
المتوسط	متوسط
المتوسطة	متوسط
المتوفرة	متوفر
المتوقع	متوقع
المتوقعة	متوقع
المثال	مثال
المثالي	مثال
المثقفين	مثقف
المثل	مثل
المثير	مثير
المثيرة	مثير
المجازر	مجزرة
المجال	مجال
المجالات	مجال
المجالس	مجلس
المجالي	مجال
المجاني	مجان
المجانية	مجاني
المجاهدين	مجاهد
المجاورة	مجاور
المجتمع	مجتمع
المجتمعات	مجتمع
المجتمعية	مجتمعي
المجد	مجد
المجرم	مجرم
المجرمين	مجرم
المجلات	مجلة
المجلة	مجلة
المجلد	مجلد
المجلس	مجلس
المجمع	مجمع
المجموعات	مجموعة
المجموعة	مجموعة
المجموعه	مجموع
المجهر	مجهر
المجهود	مجهود
المجهول	مجهول
المجيد	مجيد
المحادثات	محادثة
المحادثة	محادثة
المحافظ	محافظ
المحافظات	محافظ
المحافظة	محافظ
المحافظين	محافظ
المحاكم	محكمة
المحاكمة	محاكمة
المحال	محال
المحامي	محامي
المحامين	محامي
المحاور	محور
المحاولات	محاولة
المحاولة	محاولة
المحبة	محب
المحبه	محب
المحتجين	محتج
المحترف	محترف
المحترفين	محترف
المحتل	محتل
المحتلة	محتل
المحتمل	محتمل
المحتوى	محتوى
المحتويات	محتوى
المحدد	محدد
المحددة	محدد
المحدود	محدود
المحرر	محرر
المحرك	محرك
المحروقات	محروق
المحطات	محطة
المحطة	محطة
المحقق	محقق
المحكمة	محكمة
المحل	محل
المحلات	محل
المحلة	محلة
المحلي	محلي
المحليات	محلي
المحلية	محلي
المحليين	محلي
المحمول	محمول
المحمولة	محمول
المحور	محور
المحيط	محيط
المحيطة	محيط
المخ	مخ
المخاطر	مخاطر
المخالفات	مخالف
المخالفة	مخالف
المخالفه	مخالف
المخاوف	مخاوف
المختص	مختص
المختصة	مختص
المختطفين	مختطف
المختلفة	مختلف
المخدرات	مخدر
المخرج	مخرج
المخصص	مخصص
المخصصة	مخصص
المخطط	مخطط
المخلص	مخلص
المخلوع	مخلوع
المخيم	مخيم
المد	مد
المدارس	مدرسة
المدافع	مدفع
المدة	مدة
المدخل	مدخل
المدرب	مدرب
المدربين	مدرب
المدرس	مدرس
المدرسة	مدرسة
المدرسي	مدرس
المدرسية	مدرسي
المدعي	مدعي
المدفوعة	مدفوع
المدمر	مدمر
المدن	مدينة
المدني	مدينة
المدنية	مدني
المدنيين	مدني
المدونة	مدون
المدى	مدية
المدير	مدير
المديرية	مديرية
المدينة	مدينة
المدينه	مدين
المذكور	مذكور
المذكورة	مذكور
المذهب	مذهب
المرء	مرء
المرأة	مرأة
المرات	مرة
المراحل	مرحلة
المراد	مراد
المراسلات	مراسل
المراسلين	مراسل
المرافق	مرفق
المراقبة	مراقب
المراقبين	مراقب
المراكز	مركز
المربع	مربع
المرة	مرة
المرتبة	مرتبة
المرتبطة	مرتبط
المرتفعة	مرتفع
المرتقبة	مرتقب
المرجح	مرجح
المرجعية	مرجعي
المرحلة	مرحلة
المرحله	مرحل
المرحوم	مرحوم
المرزوقي	مرزوق
المرسل	مرسل
المرشح	مرشح
المرشحين	مرشح
المرشد	مرشد
المرصد	مرصد
المرض	مرض
المرضى	مريض
المرفق	مرفق
المركبات	مركبة
المركبة	مركب
المركز	مركز
المركزي	مركز
المركزية	مركزي
المره	مر
المرور	مرور
المريض	مريض
المزاج	مزاج
المزارعين	مزارع
المزرعة	مزرعة
المزعجة	مزعج
المزيد	مزيد
المسألة	مسألة
المسؤول	مسؤول
المسؤولة	مسؤول
المسؤولون	مسؤول
المسؤولية	مسؤولية
المسؤولين	مسؤول
المسئولية	مسئولية
المساء	مساء
المسائل	مسألة
المسائي	مسائي
المسابقات	مسابقة
المسابقة	مسابقة
المساجد	مسجد
المساحة	مساح
المسار	مسار
المساعد	مساعد
المساعدات	مساعد
المساعدة	مساعد
المساعده	مساعد
المسافة	مسافة
المسافر	مسافر
المساهمة	مساهم
المساواة	مساواة
المستثمرين	مستثمر
المستحيل	مستحيل
المستخدم	مستخدم
المستخدمة	مستخدم
المستخدمين	مستخدم
المستدامة	مستدام
المستشار	مستشار
المستشفى	مستشفى
المستشفيات	مستشفى
المستقبل	مستقبل
المستقبلية	مستقبلي
المستقلة	مستقل
المستمر	مستمر
المستمرة	مستمر
المستهلك	مستهلك
المستوطنات	مستوطن
المستوطنون	مستوطن
المستوطنين	مستوطن
المستوى	مستوى
المستوي	مستوي
المستويات	مستوى
المسجد	مسجد
المسجلة	مسجل
المسجلين	مسجل
المسح	مسح
المسدس	مسدس
المسرح	مسرح
المسرحي	مسرح
المسرحية	مسرحية
المسلح	مسلح
المسلحة	مسلح
المسلحه	مسلح
المسلحين	مسلح
المسلسل	مسلسل
المسلسلات	مسلسل
المسلم	مسلم
المسلمة	مسلم
المسلمون	مسلم
المسلمين	مسلم
المسيح	مسيح
المسيحي	مسيحي
المسيحية	مسيحي
المسيحيين	مسيحي
المسيرة	مسيرة
المشارك	مشارك
المشاركات	مشارك
المشاركة	مشارك
المشاركه	مشارك
المشاركون	مشارك
المشاركين	مشارك
المشاريع	مشروع
المشاعر	شعور
المشاكل	مشكلة
المشاهد	مشاهد
المشاهدات	مشاهد
المشاهدة	مشاهد
المشتبه	مشتبه
المشترك	مشترك
المشتركة	مشترك
المشرف	مشرف
المشرفة	مشرف
المشرفين	مشرف
المشرق	مشرق
المشروع	مشروع
المشروعات	مشروع
المشكل	مشكل
المشكلات	مشكلة
المشكلة	مشكلة
المشكله	مشكل
المشهد	مشهد
المشهورة	مشهور
المشي	مش
المصاب	مصاب
المصابين	مصاب
المصادر	مصدر
المصارعة	مصارعة
المصارف	مصرف
المصالح	مصلحة
المصالحة	مصالحة
المصانع	مصنع
المصحف	مصحف
المصدر	مصدر
المصرف	مصرف
المصرفي	مصرف
المصرفية	مصرفي
المصري	مصري
المصرية	مصري
المصريون	مصري
المصريين	مصري
المصغرة	مصغر
المصفاة	مصفاة
المصلحة	مصلحة
المصلين	مصل
المصمم	مصمم
المصممة	مصمم
المصممين	مصمم
المصنع	مصنع
المصنف	مصنف
المصور	مصور
المصورة	مصور
المصير	مصير
المضادة	مضاد
المطار	مطار
المطارات	مطار
المطاعم	مطعم
المطاف	مطاف
المطالب	مطالب
المطالبة	مطالب
المطبخ	مطبخ
المطر	مطر
المطرب	مطرب
المطروحة	مطروح
المطعم	مطعم
المطلق	مطلق
المطلقة	مطلق
المطلوب	مطلوب
المطلوبة	مطلوب
المطور	مطور
المطيري	مطير
المظاهرات	مظاهرة
المظلوم	مظلوم
المظهر	مظهر
المعادلة	معادلة
المعادي	معادي
المعارض	معارض
المعارضة	معارض
المعارضين	معارض
المعارك	معركة
المعاصر	معاصر
المعاصرة	معاصر
المعاقين	معاق
المعاكس	معاكس
المعالج	معالج
المعالم	معلم
المعاملة	معاملة
المعاناة	معاناة
المعاني	معنى
المعايير	معيار
المعتقلين	معتقل
المعتمد	معتمد
المعتمدة	معتمد
المعدات	معد
المعدة	معد
المعدل	معدل
المعدنية	معدني
المعذرة	معذرة
المعرض	معرض
المعرفة	معرفة
المعركة	معركة
المعروف	معروف
المعروفة	معروف
المعزول	معزول
المعسكر	معسكر
المعظم	معظم
المعلم	معلم
المعلمين	معلم
المعلومات	معلومة
المعلوماتية	معلوماتية
المعلومة	معلومة
المعنى	معنى
المعنية	معني
المعهد	معهد
المعيشة	معيشة
المغاربة	مغربي
المغرب	مغرب
المغربي	مغرب
المغربية	مغربي
المغفور	مغفور
المغني	مغني
المفاتيح	مفتاح
المفاجأة	مفاجأة
المفاجئ	مفاجئ
المفاهيم	مفهوم
المفاوضات	مفاوض
المفتاح	مفتاح
المفترض	مفترض
المفتوح	مفتوح
المفتوحة	مفتوح
المفتي	مفتي
المفرق	مفرق
المفروض	مفروض
المفضل	مفضل
المفضلة	مفضل
المفقود	مفقود
المفوضية	مفوضية
المقابل	مقابل
المقابلة	مقابلة
المقاتلين	مقاتل
المقاس	مقاس
المقاصة	مقاصة
المقاطعة	مقاطعة
المقاعد	مقعد
المقال	مقال
المقالات	مقال
المقالة	مقالة
المقام	مقام
المقامة	مقام
المقاولون	مقاول
المقاومة	مقاوم
المقبل	مقبل
المقبلة	مقبل
المقدس	مقدس
المقدسة	مقدس
المقدسي	مقدسي
المقدم	مقدم
المقدمة	مقدم
المقر	مقر
المقربة	مقرب
المقرر	مقرر
المقررة	مقرر
المقصود	مقصود
المقطع	مقطع
المقلدة	مقلد
المقيمين	مقيم
المكاتب	مكتب
المكالمات	مكالمة
المكان	مكان
المكتب	مكتب
المكتبة	مكتبة
المكرمة	مكرم
المكون	مكون
المكونات	مكون
الملابس	ملابس
الملاحة	ملاح
الملاحظات	ملاحظ
الملازم	ملزمة
الملاعب	ملعب
الملاك	مل
الملاكمة	ملاكم
الملح	ملح
الملحق	ملحق
الملعب	ملعب
الملف	ملف
الملفات	ملف
الملك	ملك
الملكة	ملكة
الملكي	ملك
الملكية	ملكي
الملوك	ملك
الممارسات	ممارسة
الممانعة	ممانعة
الممتاز	ممتاز
الممتازة	ممتاز
